DATE,GE,TSS,F,TSLA,YEAR
4/12/2012,19.299999,22.92,12.07,33.439999,2012
4/13/2012,18.879999,22.639999,11.92,33.59,2012
4/16/2012,18.9,22.82,11.88,32.25,2012
4/17/2012,19.34,23.209999,11.91,32.240002,2012
4/18/2012,19.1,23.120001,11.79,32.66,2012
4/19/2012,19.139999,23.290001,11.66,33.16,2012
4/20/2012,19.360001,23.389999,11.41,33.16,2012
4/23/2012,19.07,23.1,11.35,31.940001,2012
4/24/2012,19.540001,23.200001,11.39,31.82,2012
4/25/2012,19.450001,23.43,11.73,32.91,2012
4/26/2012,19.620001,23.690001,11.87,33.490002,2012
4/27/2012,19.780001,23.77,11.6,33.34,2012
4/30/2012,19.58,23.52,11.28,33.130001,2012
5/1/2012,19.799999,23.620001,11.23,33.779999,2012
5/2/2012,19.77,23.629999,11.1,33.939999,2012
5/3/2012,19.610001,23.4,10.92,32.459999,2012
5/4/2012,19.34,23.120001,10.67,31.83,2012
5/7/2012,19.32,23.02,10.66,32.470001,2012
5/8/2012,19.25,22.860001,10.61,30.190001,2012
5/9/2012,18.91,22.84,10.69,30.059999,2012
5/10/2012,19.09,22.83,10.71,32.959999,2012
5/11/2012,19.01,22.889999,10.58,32.25,2012
5/14/2012,18.6,22.610001,10.32,30.059999,2012
5/15/2012,18.4,22.82,10.15,29.43,2012
5/16/2012,19,22.52,10.16,29.18,2012
5/17/2012,18.879999,22.360001,10.01,28.57,2012
5/18/2012,18.950001,21.879999,10.01,27.559999,2012
5/21/2012,19.120001,22.51,10.2,28.77,2012
5/22/2012,19.18,22.65,10.19,30.799999,2012
5/23/2012,19.18,23.200001,10.41,31.02,2012
5/24/2012,19.25,23.35,10.59,30.280001,2012
5/25/2012,19.200001,23.559999,10.6,29.809999,2012
5/29/2012,19.35,23.76,10.84,31.690001,2012
5/30/2012,19.040001,23.5,10.66,30.41,2012
5/31/2012,19.09,23.27,10.56,29.5,2012
6/1/2012,18.540001,22.51,10.12,28.15,2012
6/4/2012,18.15,22.549999,10.04,27.879999,2012
6/5/2012,18.24,22.700001,10.19,27.91,2012
6/6/2012,18.879999,23.26,10.57,29.219999,2012
6/7/2012,19,23.33,10.55,28.93,2012
6/8/2012,19.200001,23.450001,10.66,30.08,2012
6/11/2012,19.110001,23.209999,10.45,29.120001,2012
6/12/2012,19.48,23.34,10.5,29.66,2012
6/13/2012,19.370001,23.030001,10.3,29.77,2012
6/14/2012,19.719999,23.530001,10.41,29.389999,2012
6/15/2012,20,23.809999,10.35,29.91,2012
6/18/2012,19.75,23.91,10.34,31.84,2012
6/19/2012,20,23.92,10.56,32.09,2012
6/20/2012,20.1,23.889999,10.65,33.779999,2012
6/21/2012,19.530001,23.49,10.27,32.189999,2012
6/22/2012,19.809999,23.639999,10.19,33.790001,2012
6/25/2012,19.52,23.23,10.01,33.110001,2012
6/26/2012,19.799999,23.18,10.01,31.610001,2012
6/27/2012,20.129999,23.25,10.02,31.959999,2012
6/28/2012,20.200001,23.280001,10.09,31.41,2012
6/29/2012,20.84,23.93,9.59,31.290001,2012
7/2/2012,20.49,24.32,9.39,30.4,2012
7/3/2012,20.43,24.389999,9.6,30.66,2012
7/5/2012,20.33,24.25,9.57,31.23,2012
7/6/2012,20,24.040001,9.5,30.99,2012
7/9/2012,20.040001,23.76,9.45,31.49,2012
7/10/2012,19.620001,23.629999,9.35,31.27,2012
7/11/2012,19.68,23.700001,9.33,31.51,2012
7/12/2012,19.440001,23.5,9.13,32.700001,2012
7/13/2012,19.77,23.42,9.27,34.25,2012
7/16/2012,19.59,23.469999,9.26,35.959999,2012
7/17/2012,19.719999,23.49,9.34,33.349998,2012
7/18/2012,19.84,23.780001,9.38,32.150002,2012
7/19/2012,19.799999,24.200001,9.35,32.27,2012
7/20/2012,19.870001,24.059999,9.21,31.790001,2012
7/23/2012,20.09,23.700001,9.17,30.66,2012
7/24/2012,19.969999,23.68,9.06,29.84,2012
7/25/2012,20,22.639999,8.97,28.950001,2012
7/26/2012,20.559999,22.879999,8.96,28.129999,2012
7/27/2012,20.92,23.620001,9,29.51,2012
7/30/2012,20.799999,23.74,9.1,27.35,2012
7/31/2012,20.75,23.65,9.24,27.42,2012
8/1/2012,20.73,23.5,9.04,26.25,2012
8/2/2012,20.52,23.209999,8.92,26.1,2012
8/3/2012,20.959999,23.469999,9.09,27.27,2012
8/6/2012,20.969999,23.67,9.15,28.27,2012
8/7/2012,21.120001,23.790001,9.31,30.25,2012
8/8/2012,21.01,23.700001,9.35,29.09,2012
8/9/2012,21.059999,23.700001,9.34,29.41,2012
8/10/2012,21.1,23.67,9.35,29.940001,2012
8/13/2012,20.99,23.77,9.4,31.17,2012
8/14/2012,20.940001,23.620001,9.44,29.42,2012
8/15/2012,20.959999,23.690001,9.49,29.4,2012
8/16/2012,21.049999,23.73,9.59,30.299999,2012
8/17/2012,21,23.98,9.63,30.01,2012
8/20/2012,20.93,23.549999,9.63,29.51,2012
8/21/2012,20.85,23.309999,9.53,29.110001,2012
8/22/2012,20.780001,23.23,9.49,29.950001,2012
8/23/2012,20.639999,23.26,9.45,30.73,2012
8/24/2012,20.799999,23.41,9.49,29.5,2012
8/27/2012,20.85,23.290001,9.39,28.32,2012
8/28/2012,20.809999,23.190001,9.34,28.690001,2012
8/29/2012,20.82,23.190001,9.32,28.41,2012
8/30/2012,20.639999,23.049999,9.31,28.41,2012
8/31/2012,20.709999,23.18,9.34,28.52,2012
9/4/2012,20.51,23.32,9.41,28.139999,2012
9/5/2012,20.65,23.17,9.57,27.940001,2012
9/6/2012,21.309999,23.530001,9.92,28.549999,2012
9/7/2012,21.59,23.67,10.14,29.35,2012
9/10/2012,21.48,23.42,10.11,27.370001,2012
9/11/2012,21.59,23.34,10.15,27.799999,2012
9/12/2012,21.889999,23.34,10.21,28.280001,2012
9/13/2012,22.02,23.59,10.34,29.48,2012
9/14/2012,22.110001,23.860001,10.53,30.389999,2012
9/17/2012,22.049999,23.879999,10.39,32.540001,2012
9/18/2012,22.24,23.950001,10.42,31.34,2012
9/19/2012,22.43,24.16,10.59,31.049999,2012
9/20/2012,22.43,24.120001,10.44,30.9,2012
9/21/2012,22.530001,24.309999,10.4,30.02,2012
9/24/2012,22.360001,23.889999,10.32,30.66,2012
9/25/2012,22.309999,23.75,10.09,27.66,2012
9/26/2012,22.1,23.629999,10.01,27.540001,2012
9/27/2012,22.73,23.950001,10.02,28.49,2012
9/28/2012,22.709999,23.700001,9.86,29.280001,2012
10/1/2012,22.809999,23.610001,9.93,29.16,2012
10/2/2012,22.790001,23.790001,9.79,29.799999,2012
10/3/2012,22.91,24,9.94,29.299999,2012
10/4/2012,22.950001,24.1,10.11,29.4,2012
10/5/2012,23.120001,24.190001,10.16,28.889999,2012
10/8/2012,22.92,23.969999,10.05,29.25,2012
10/9/2012,22.620001,23.629999,10.1,28.370001,2012
10/10/2012,22.43,23.290001,9.98,28.4,2012
10/11/2012,22.51,23.24,10.14,28.32,2012
10/12/2012,22.48,23.030001,10.12,27.639999,2012
10/15/2012,22.639999,23.280001,10.22,27.33,2012
10/16/2012,22.639999,23.35,10.3,28.059999,2012
10/17/2012,22.91,23.440001,10.41,28.82,2012
10/18/2012,22.809999,23.459999,10.43,28.040001,2012
10/19/2012,22.030001,23.030001,10.18,27.74,2012
10/22/2012,21.700001,23.24,10.17,27.85,2012
10/23/2012,21.280001,23.030001,10,28.389999,2012
10/24/2012,21.26,22.25,10.17,27.42,2012
10/25/2012,21.26,22.41,10.39,27.52,2012
10/26/2012,21.110001,22.459999,10.36,27.379999,2012
10/31/2012,21.059999,22.49,11.16,28.129999,2012
11/1/2012,21.34,22.66,11.25,29.25,2012
11/2/2012,21.309999,22.360001,11.17,28.92,2012
11/5/2012,21.41,22.120001,11.25,31.5,2012
11/6/2012,21.59,22.370001,11.42,31.15,2012
11/7/2012,21.129999,22.299999,11.06,31.540001,2012
11/8/2012,20.889999,21.99,10.9,31.309999,2012
11/9/2012,21,22.02,10.93,30.32,2012
11/12/2012,20.889999,22.030001,10.97,31.07,2012
11/13/2012,20.68,21.92,11,31.610001,2012
11/14/2012,20.01,21.639999,10.67,31.379999,2012
11/15/2012,20.059999,21.610001,10.57,30.82,2012
11/16/2012,20.15,21.440001,10.5,31.84,2012
11/19/2012,20.66,21.66,10.83,32.919998,2012
11/20/2012,20.620001,21.620001,10.85,33,2012
11/21/2012,20.68,21.73,10.92,32.470001,2012
11/23/2012,21.040001,21.98,11.1,32.130001,2012
11/26/2012,21.059999,21.799999,11.11,32.27,2012
11/27/2012,20.870001,21.719999,11.1,32.150002,2012
11/28/2012,21.139999,21.799999,11.25,33.23,2012
11/29/2012,21.129999,21.870001,11.53,33.689999,2012
11/30/2012,21.129999,21.950001,11.45,33.82,2012
12/3/2012,20.82,21.9,11.41,34.619999,2012
12/4/2012,20.860001,22.07,11.31,33.900002,2012
12/5/2012,21.23,22.35,11.31,33.709999,2012
12/6/2012,21.370001,22.25,11.24,33.900002,2012
12/7/2012,21.459999,22.18,11.48,34.169998,2012
12/10/2012,21.389999,21.959999,11.47,34.57,2012
12/11/2012,21.51,22.309999,11.49,35.279999,2012
12/12/2012,21.780001,22.200001,11.47,35.259998,2012
12/13/2012,21.620001,22.15,11.27,33.610001,2012
12/14/2012,21.620001,21.959999,11.1,33.810001,2012
12/17/2012,21.93,22.16,11.39,34.400002,2012
12/18/2012,21.690001,22.190001,11.67,34.59,2012
12/19/2012,21.01,21.93,11.73,34.610001,2012
12/20/2012,21.049999,21.799999,11.77,34.43,2012
12/21/2012,20.879999,21.67,11.86,34,2012
12/24/2012,20.82,21.65,12.4,34.279999,2012
12/26/2012,20.77,21.42,12.79,33.59,2012
12/27/2012,20.690001,21.549999,12.76,33.689999,2012
12/28/2012,20.440001,21.23,12.87,33.220001,2012
12/31/2012,20.99,21.42,12.95,33.869999,2012
1/2/2013,21.34,22.299999,13.2,35.360001,2013
1/3/2013,21.1,22.379999,13.46,34.77,2013
1/4/2013,21.200001,22.27,13.57,34.400002,2013
1/7/2013,21.129999,22.290001,13.43,34.34,2013
1/8/2013,20.9,22.700001,13.35,33.68,2013
1/9/2013,20.950001,23.549999,13.47,33.639999,2013
1/10/2013,21.17,23.33,13.83,33.529999,2013
1/11/2013,21.129999,23.66,14,32.91,2013
1/14/2013,21.120001,23.75,13.99,33.259998,2013
1/15/2013,21.200001,23.76,14.3,33.900002,2013
1/16/2013,21.120001,23.73,14.22,34.099998,2013
1/17/2013,21.299999,23.870001,14.22,34.380001,2013
1/18/2013,22.040001,23.620001,14.11,34.52,2013
1/22/2013,22.01,23.559999,14.17,35.189999,2013
1/23/2013,21.940001,23.33,13.88,36,2013
1/24/2013,22.049999,23.65,13.87,36.990002,2013
1/25/2013,22.290001,23.75,13.68,36.98,2013
1/28/2013,22.5,23.27,13.78,38.029999,2013
1/29/2013,22.5,23.07,13.14,37.950001,2013
1/30/2013,22.23,22.98,12.93,37.52,2013
1/31/2013,22.280001,23.25,12.95,37.509998,2013
2/1/2013,22.620001,23.209999,13.02,38.299999,2013
2/4/2013,22.309999,23.129999,12.88,37.740002,2013
2/5/2013,22.540001,23.309999,13.18,38.130001,2013
2/6/2013,22.440001,23.360001,13.2,39.169998,2013
2/7/2013,22.48,23.08,13.07,39.48,2013
2/8/2013,22.5,23.200001,13.1,39.240002,2013
2/11/2013,22.450001,23.01,13.11,38.419998,2013
2/12/2013,22.58,23,13.08,37.889999,2013
2/13/2013,23.389999,23.01,13.04,38.450001,2013
2/14/2013,23.41,23.030001,13.11,38.27,2013
2/15/2013,23.290001,23.27,13.02,37.040001,2013
2/19/2013,23.75,23.48,12.99,39.279999,2013
2/20/2013,23.41,21.969999,12.6,38.540001,2013
2/21/2013,23.26,22.27,12.39,35.16,2013
2/22/2013,23.389999,22.870001,12.48,36.110001,2013
2/25/2013,22.809999,23.16,12.13,34.380001,2013
2/26/2013,23.049999,23.360001,12.34,34.43,2013
2/27/2013,23.370001,23.75,12.76,35.099998,2013
2/28/2013,23.219999,23.76,12.61,34.830002,2013
3/1/2013,23.190001,23.799999,12.61,34.650002,2013
3/4/2013,23.27,23.780001,12.75,35.580002,2013
3/5/2013,23.59,24.110001,12.87,36.650002,2013
3/6/2013,23.67,24.17,12.89,37.689999,2013
3/7/2013,23.68,24.25,12.83,38.23,2013
3/8/2013,23.77,24.25,12.98,38.470001,2013
3/11/2013,23.620001,24.389999,13.34,39.099998,2013
3/12/2013,23.41,24.35,13.39,39.119999,2013
3/13/2013,23.49,24.41,13.4,38.98,2013
3/14/2013,23.690001,24.450001,13.43,36.849998,2013
3/15/2013,23.440001,24.290001,13.45,35.290001,2013
3/18/2013,23.25,24.01,13.26,35.150002,2013
3/19/2013,23.32,23.83,13.16,35.080002,2013
3/20/2013,23.459999,24.1,13.36,35.950001,2013
3/21/2013,23.290001,24.190001,13.26,36.009998,2013
3/22/2013,23.370001,24.370001,13.26,36.619999,2013
3/25/2013,23.24,24.5,13.29,37.529999,2013
3/26/2013,23.120001,24.73,13.31,37.860001,2013
3/27/2013,23.1,24.57,13.22,38.16,2013
3/28/2013,23.120001,24.780001,13.15,37.889999,2013
4/1/2013,23.08,24.440001,12.9,43.93,2013
4/2/2013,23.34,24.32,13.01,44.34,2013
4/3/2013,23,24.02,12.68,41.099998,2013
4/4/2013,23.08,24.219999,12.65,42.009998,2013
4/5/2013,22.93,24.030001,12.44,41.369999,2013
4/8/2013,23.120001,24.17,12.78,41.830002,2013
4/9/2013,23.059999,24.48,12.8,40.5,2013
4/10/2013,23.58,24.9,13.12,41.860001,2013
4/11/2013,23.59,24.940001,13.55,43.59,2013
4/12/2013,23.459999,24.9,13.53,43.75,2013
4/15/2013,22.809999,24.33,12.95,43.299999,2013
4/16/2013,23.1,24.58,13.12,45.59,2013
4/17/2013,22.76,24.23,12.93,45.450001,2013
4/18/2013,22.67,23.82,12.75,46.970001,2013
4/19/2013,21.75,23.950001,12.93,47.830002,2013
4/22/2013,21.35,24.01,13.06,50.189999,2013
4/23/2013,21.5,24.24,13.36,51.009998,2013
4/24/2013,21.959999,23.49,13.33,50.43,2013
4/25/2013,21.950001,23.440001,13.47,52,2013
4/26/2013,22.209999,23.24,13.67,51.200001,2013
4/29/2013,22.27,23.49,13.66,54.939999,2013
4/30/2013,22.290001,23.620001,13.71,53.990002,2013
5/1/2013,22.15,23.5,13.38,53.279999,2013
5/2/2013,22.32,23.639999,13.41,54.110001,2013
5/3/2013,22.57,23.92,13.83,54.549999,2013
5/6/2013,22.58,23.82,14.09,59.5,2013
5/7/2013,22.68,23.93,14.19,55.509998,2013
5/8/2013,23.01,23.99,14.21,55.790001,2013
5/9/2013,22.780001,24.07,14.2,69.400002,2013
5/10/2013,22.9,24.24,14.11,76.760002,2013
5/13/2013,22.85,23.959999,14.01,87.800003,2013
5/14/2013,23.01,23.98,14.27,83.239998,2013
5/15/2013,23.24,23.959999,14.67,84.839996,2013
5/16/2013,23.27,23.9,14.64,92.25,2013
5/17/2013,23.459999,24.200001,15.08,91.5,2013
5/20/2013,23.57,24.139999,15.05,89.940002,2013
5/21/2013,23.66,24.01,14.95,87.589996,2013
5/22/2013,23.860001,23.66,14.97,87.239998,2013
5/23/2013,23.66,23.6,14.81,92.730003,2013
5/24/2013,23.530001,23.65,14.79,97.080002,2013
5/28/2013,23.6,23.82,15.28,110.330002,2013
5/29/2013,23.639999,23.639999,15.63,104.629997,2013
5/30/2013,23.6,23.719999,15.9,104.949997,2013
5/31/2013,23.32,23.51,15.68,97.760002,2013
6/3/2013,23.639999,23.469999,15.89,92.589996,2013
6/4/2013,23.66,23.459999,15.78,94.839996,2013
6/5/2013,23.32,23.190001,15.25,95.370003,2013
6/6/2013,23.379999,23.17,15.44,97.349998,2013
6/7/2013,23.860001,23.43,15.73,102.040001,2013
6/10/2013,23.780001,23.41,15.71,100.050003,2013
6/11/2013,23.58,23.190001,15.51,94.470001,2013
6/12/2013,23.5,22.940001,15.37,97.730003,2013
6/13/2013,23.68,23.76,15.58,98.18,2013
6/14/2013,23.52,23.459999,15.37,100.300003,2013
6/17/2013,23.77,23.35,15.55,102.199997,2013
6/18/2013,24.33,23.25,15.65,103.389999,2013
6/19/2013,23.98,23,15.32,104.68,2013
6/20/2013,23.25,22.620001,14.82,100.650002,2013
6/21/2013,23.360001,22.780001,15,99.550003,2013
6/24/2013,22.93,23.190001,14.67,101.489998,2013
6/25/2013,23.110001,23.52,14.97,102.400002,2013
6/26/2013,23.25,23.74,15.29,105.720001,2013
6/27/2013,23.32,24.32,15.65,109.25,2013
6/28/2013,23.190001,24.48,15.47,107.360001,2013
7/1/2013,23.34,24.709999,15.74,117.18,2013
7/2/2013,22.9,24.65,16.18,117.82,2013
7/3/2013,22.91,24.709999,16.43,115.239998,2013
7/5/2013,23.24,24.780001,16.700001,120.089996,2013
7/8/2013,23.32,24.9,16.809999,121.610001,2013
7/9/2013,23.620001,25.280001,16.84,123.449997,2013
7/10/2013,23.540001,25.299999,16.719999,122.269997,2013
7/11/2013,23.940001,25.67,16.98,125.610001,2013
7/12/2013,23.76,25.639999,17.110001,129.899994,2013
7/15/2013,23.629999,25.719999,17.120001,127.260002,2013
7/16/2013,23.43,25.5,16.6,109.050003,2013
7/17/2013,23.540001,25.450001,16.780001,120.25,2013
7/18/2013,23.629999,25.620001,16.93,119.029999,2013
7/19/2013,24.719999,25.469999,16.76,119.68,2013
7/22/2013,24.860001,25.639999,17.040001,122.43,2013
7/23/2013,24.709999,26,16.940001,122.739998,2013
7/24/2013,24.620001,27.190001,17.370001,121.699997,2013
7/25/2013,24.690001,27.129999,16.959999,124.07,2013
7/26/2013,24.65,27.17,17.02,129.389999,2013
7/29/2013,24.49,27.16,17.08,134.619995,2013
7/30/2013,24.48,27.34,17.08,131.740005,2013
7/31/2013,24.370001,27.41,16.879999,134.279999,2013
8/1/2013,24.620001,28.08,17.190001,135.550003,2013
8/2/2013,24.700001,28.17,17.5,138,2013
8/5/2013,24.52,28.16,17.190001,144.679993,2013
8/6/2013,24.309999,28.040001,17.030001,142.149994,2013
8/7/2013,24.34,27.82,16.77,134.229996,2013
8/8/2013,24.33,28.049999,16.98,153.479996,2013
8/9/2013,24.25,27.91,17.02,153,2013
8/12/2013,24.27,28.139999,17.07,147.380005,2013
8/13/2013,24.200001,28.49,17.059999,145.429993,2013
8/14/2013,24.07,28.549999,16.889999,139.360001,2013
8/15/2013,24,28.110001,16.43,139.669998,2013
8/16/2013,23.950001,28.07,16.299999,142,2013
8/19/2013,23.85,28,16.120001,144.899994,2013
8/20/2013,23.719999,28.200001,16.309999,149.580002,2013
8/21/2013,23.610001,28.01,16.25,147.860001,2013
8/22/2013,23.780001,28.290001,16.41,157.100006,2013
8/23/2013,23.780001,28.35,16.450001,161.839996,2013
8/26/2013,23.610001,28.07,16.41,164.220001,2013
8/27/2013,23.18,27.66,15.88,167.009995,2013
8/28/2013,23.200001,27.83,16.02,166.449997,2013
8/29/2013,23.110001,27.91,16.5,166.059998,2013
8/30/2013,23.139999,27.67,16.190001,169,2013
9/3/2013,23.059999,27.719999,16.34,168.940002,2013
9/4/2013,23.17,27.950001,16.91,170.619995,2013
9/5/2013,23.16,28.26,17.299999,169.929993,2013
9/6/2013,23.16,28.200001,17,166.970001,2013
9/9/2013,23.389999,28.48,17.309999,160.699997,2013
9/10/2013,23.870001,28.860001,17.549999,166.369995,2013
9/11/2013,24.09,29.1,17.540001,163.520004,2013
9/12/2013,23.85,29.110001,17.389999,164.929993,2013
9/13/2013,23.780001,29.110001,17.35,165.539993,2013
9/16/2013,24.139999,29.25,17.35,166.580002,2013
9/17/2013,24.450001,29.4,17.440001,166.229996,2013
9/18/2013,24.860001,29.93,17.629999,166.220001,2013
9/19/2013,24.459999,29.860001,17.66,177.919998,2013
9/20/2013,24.01,29.51,17.389999,183.389999,2013
9/23/2013,24.280001,29.33,17.200001,181.110001,2013
9/24/2013,24.32,29.18,17.26,182.330002,2013
9/25/2013,24.23,29.15,17.190001,185.240005,2013
9/26/2013,24.25,29.450001,17.27,188.639999,2013
9/27/2013,24.049999,29.309999,17.049999,190.899994,2013
9/30/2013,23.889999,29.42,16.870001,193.369995,2013
10/1/2013,24.17,29.49,17.190001,193,2013
10/2/2013,24.33,29.690001,17.209999,180.949997,2013
10/3/2013,24.1,29.1,16.950001,173.309998,2013
10/4/2013,24.049999,29.4,17.09,180.979996,2013
10/7/2013,23.940001,28.940001,16.809999,183.070007,2013
10/8/2013,23.67,28.49,16.5,174.729996,2013
10/9/2013,23.57,28.5,16.620001,168.779999,2013
10/10/2013,24.25,29.18,16.93,172.929993,2013
10/11/2013,24.4,29.59,17.110001,178.699997,2013
10/14/2013,24.379999,30.15,17.18,179.720001,2013
10/15/2013,24.190001,29.75,16.969999,183.940002,2013
10/16/2013,24.360001,30.15,17.290001,183.559998,2013
10/17/2013,24.68,30.09,17.459999,182.800003,2013
10/18/2013,25.549999,30.32,17.530001,183.399994,2013
10/21/2013,26.139999,30.49,17.5,172.600006,2013
10/22/2013,26.02,30.65,17.6,171.539993,2013
10/23/2013,25.700001,30.01,17.52,164.5,2013
10/24/2013,25.940001,30.25,17.76,173.149994,2013
10/25/2013,25.879999,30.040001,17.6,169.660004,2013
10/28/2013,26.09,30.02,17.57,162.860001,2013
10/29/2013,26.209999,30.08,17.610001,164.470001,2013
10/30/2013,26.370001,30.190001,17.34,159.220001,2013
10/31/2013,26.139999,29.83,17.110001,159.940002,2013
11/1/2013,26.540001,29.73,16.889999,162.169998,2013
11/4/2013,26.43,29.75,17,175.199997,2013
11/5/2013,26.42,29.66,17.09,176.809998,2013
11/6/2013,26.9,29.92,16.91,151.160004,2013
11/7/2013,26.6,29.77,16.549999,139.770004,2013
11/8/2013,27.049999,30.18,16.85,137.949997,2013
11/11/2013,27.01,30.26,16.889999,144.699997,2013
11/12/2013,27.049999,30.549999,16.719999,137.800003,2013
11/13/2013,27.15,30.74,17.1,138.699997,2013
11/14/2013,26.99,31.030001,17.09,137.600006,2013
11/15/2013,27.200001,30.950001,17.07,135.449997,2013
11/18/2013,27.219999,30.799999,16.98,121.580002,2013
11/19/2013,27.030001,30.809999,16.870001,126.089996,2013
11/20/2013,26.959999,30.540001,16.92,121.110001,2013
11/21/2013,26.91,31.139999,17.09,122.099998,2013
11/22/2013,27.08,31.299999,17.01,121.379997,2013
11/25/2013,26.73,31.370001,16.940001,120.839996,2013
11/26/2013,26.780001,31.1,16.870001,120.5,2013
11/27/2013,26.83,31.030001,17.030001,126.940002,2013
11/29/2013,26.66,31.049999,17.08,127.279999,2013
12/2/2013,26.66,30.790001,17.059999,124.169998,2013
12/3/2013,26.559999,31.32,16.559999,144.699997,2013
12/4/2013,26.639999,30.629999,16.620001,138.949997,2013
12/5/2013,26.450001,30.34,16.74,140.479996,2013
12/6/2013,26.940001,30.76,16.700001,137.360001,2013
12/9/2013,27.190001,30.92,16.559999,141.600006,2013
12/10/2013,27.139999,31.18,16.530001,142.190002,2013
12/11/2013,26.58,31.030001,16.41,139.649994,2013
12/12/2013,26.540001,31.200001,16.389999,147.470001,2013
12/13/2013,26.84,31.290001,16.59,147.649994,2013
12/16/2013,26.98,31.49,16.860001,147.940002,2013
12/17/2013,27.030001,31.540001,16.700001,152.460007,2013
12/18/2013,27.41,32.459999,15.65,147.979996,2013
12/19/2013,27.32,32.740002,15.3,140.720001,2013
12/20/2013,27.360001,33.060001,15.42,143.240005,2013
12/23/2013,27.4,33.02,15.15,143.550003,2013
12/24/2013,27.610001,33.080002,15.19,151.410004,2013
12/26/2013,27.83,33.299999,15.33,155.5,2013
12/27/2013,27.83,33.200001,15.3,151.119995,2013
12/30/2013,27.889999,33.240002,15.28,152.440002,2013
12/31/2013,28.030001,33.279999,15.43,150.429993,2013
1/2/2014,27.5,32.790001,15.44,150.100006,2014
1/3/2014,27.48,32.849998,15.51,149.559998,2014
1/6/2014,27.26,32.799999,15.58,147,2014
1/7/2014,27.290001,33.029999,15.38,149.360001,2014
1/8/2014,27.209999,32.990002,15.54,151.279999,2014
1/9/2014,27.219999,32.740002,15.84,147.529999,2014
1/10/2014,26.959999,32.5,16.07,145.720001,2014
1/13/2014,26.73,32.029999,16.110001,139.339996,2014
1/14/2014,26.969999,32.310001,16.4,161.270004,2014
1/15/2014,27.34,32.68,16.700001,164.130005,2014
1/16/2014,27.200001,32.439999,16.73,170.970001,2014
1/17/2014,26.58,32.200001,16.52,170.009995,2014
1/21/2014,26.290001,32.200001,16.41,176.679993,2014
1/22/2014,25.99,32.150002,16.549999,178.559998,2014
1/23/2014,25.82,31.879999,16.43,181.5,2014
1/24/2014,24.950001,30.959999,15.83,174.600006,2014
1/27/2014,25.07,30.299999,15.71,169.619995,2014
1/28/2014,25.459999,30.58,15.72,178.380005,2014
1/29/2014,25.290001,30.530001,15.26,175.229996,2014
1/30/2014,25.5,30.68,15.25,182.839996,2014
1/31/2014,25.129999,29.879999,14.96,181.410004,2014
2/3/2014,24.35,28.77,14.55,177.110001,2014
2/4/2014,24.57,28.870001,14.87,178.729996,2014
2/5/2014,24.52,28.709999,14.73,174.419998,2014
2/6/2014,24.950001,28.9,14.85,178.380005,2014
2/7/2014,25.190001,29.5,14.97,186.529999,2014
2/10/2014,25.049999,29.41,14.84,196.559998,2014
2/11/2014,25.43,29.65,14.96,196.619995,2014
2/12/2014,25.389999,29.59,15,195.320007,2014
2/13/2014,25.440001,29.48,15.08,199.630005,2014
2/14/2014,25.74,29.540001,15.24,198.229996,2014
2/18/2014,25.65,29.620001,15.39,203.699997,2014
2/19/2014,25.4,29.690001,15.25,193.639999,2014
2/20/2014,25.120001,29.85,15.27,209.970001,2014
2/21/2014,24.940001,30.110001,15.16,209.600006,2014
2/24/2014,25.290001,30.24,15.18,217.649994,2014
2/25/2014,25.27,30.360001,15.15,248,2014
2/26/2014,25.299999,30.42,15.26,253,2014
2/27/2014,25.5,30.59,15.39,252.539993,2014
2/28/2014,25.469999,30.459999,15.39,244.809998,2014
3/3/2014,25.120001,30.24,15.2,250.559998,2014
3/4/2014,25.65,30.9,15.37,254.839996,2014
3/5/2014,25.93,30.67,15.63,252.660004,2014
3/6/2014,26.219999,30.85,15.67,252.940002,2014
3/7/2014,26.129999,30.799999,15.62,246.210007,2014
3/10/2014,26.040001,30.73,15.51,238.839996,2014
3/11/2014,25.9,30.700001,15.3,234.410004,2014
3/12/2014,25.76,30.73,15.4,241.490005,2014
3/13/2014,25.34,30.440001,15.18,237.789993,2014
3/14/2014,25.110001,30.17,15.08,230.970001,2014
3/17/2014,25.43,30.469999,15.28,233.979996,2014
3/18/2014,25.65,30.83,15.49,240.039993,2014
3/19/2014,25.280001,30.68,15.48,235.839996,2014
3/20/2014,25.27,30.84,15.55,234.910004,2014
3/21/2014,25.4,30.629999,15.47,228.889999,2014
3/24/2014,25.41,30.209999,15.39,220.169998,2014
3/25/2014,25.700001,30.01,15.33,220.440002,2014
3/26/2014,25.620001,29.530001,15.25,212.960007,2014
3/27/2014,25.809999,29.690001,15.25,207.320007,2014
3/28/2014,25.879999,30.42,15.45,212.369995,2014
3/31/2014,25.889999,30.41,15.6,208.449997,2014
4/1/2014,25.870001,30.360001,16.32,216.970001,2014
4/2/2014,26.040001,30.309999,16.459999,230.289993,2014
4/3/2014,26.23,30.17,16.389999,225.399994,2014
4/4/2014,26.02,29.91,16.129999,212.229996,2014
4/7/2014,25.85,29.620001,15.94,207.520004,2014
4/8/2014,25.75,29.860001,16.1,215.460007,2014
4/9/2014,25.950001,30.43,15.84,216.929993,2014
4/10/2014,25.58,29.389999,15.63,204.190002,2014
4/11/2014,25.43,28.809999,15.63,203.779999,2014
4/14/2014,25.709999,28.700001,15.7,198.089996,2014
